transaction_id,time,amount,customer_id,is_abnormal,reason,transaction_count_last_1_days,rolling_history
152,2024-12-08 07:00:00,9126,19518,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[8634, ""2024-12-02 01:00:00""], [456, ""2024-12-02 02:00:00""], [9096, ""2024-12-02 02:00:00""], [7363, ""2024-12-02 02:00:00""], [848, ""2024-12-02 03:00:00""], [992, ""2024-12-02 04:00:00""], [8071, ""2024-12-02 05:00:00""], [1034, ""2024-12-02 05:00:00""], [9308, ""2024-12-02 07:00:00""], [7363, ""2024-12-02 12:00:00""], [8656, ""2024-12-02 16:00:00""], [9932, ""2024-12-02 18:00:00""], [77, ""2024-12-02 18:00:00""], [1762, ""2024-12-02 21:00:00""], [9126, ""2024-12-08 07:00:00""]]"
153,2024-12-08 08:00:00,2797,14364,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[8758, ""2024-12-02 01:00:00""], [131, ""2024-12-02 02:00:00""], [1229, ""2024-12-02 06:00:00""], [8097, ""2024-12-02 07:00:00""], [9485, ""2024-12-02 07:00:00""], [2121, ""2024-12-02 07:00:00""], [1851, ""2024-12-02 11:00:00""], [1097, ""2024-12-02 15:00:00""], [8155, ""2024-12-02 16:00:00""], [884, ""2024-12-02 16:00:00""], [2093, ""2024-12-02 17:00:00""], [5490, ""2024-12-02 17:00:00""], [2908, ""2024-12-02 19:00:00""], [592, ""2024-12-02 20:00:00""], [2797, ""2024-12-08 08:00:00""]]"
154,2024-12-08 09:00:00,3904,13304,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[5374, ""2024-12-02 02:00:00""], [8261, ""2024-12-02 02:00:00""], [697, ""2024-12-02 02:00:00""], [2226, ""2024-12-02 03:00:00""], [5586, ""2024-12-02 07:00:00""], [6134, ""2024-12-02 07:00:00""], [6626, ""2024-12-02 08:00:00""], [7708, ""2024-12-02 08:00:00""], [5278, ""2024-12-02 08:00:00""], [930, ""2024-12-02 10:00:00""], [7939, ""2024-12-02 11:00:00""], [4261, ""2024-12-02 11:00:00""], [6196, ""2024-12-02 13:00:00""], [7512, ""2024-12-02 14:00:00""], [6682, ""2024-12-02 14:00:00""], [7315, ""2024-12-02 15:00:00""], [9826, ""2024-12-02 16:00:00""], [3601, ""2024-12-02 18:00:00""], [7129, ""2024-12-02 21:00:00""], [3904, ""2024-12-08 09:00:00""]]"
155,2024-12-08 10:00:00,1117,17539,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,20,"[[3039, ""2024-12-02 03:00:00""], [3267, ""2024-12-02 04:00:00""], [7655, ""2024-12-02 04:00:00""], [6205, ""2024-12-02 05:00:00""], [4988, ""2024-12-02 05:00:00""], [6924, ""2024-12-02 06:00:00""], [6865, ""2024-12-02 07:00:00""], [8283, ""2024-12-02 07:00:00""], [3355, ""2024-12-02 09:00:00""], [3637, ""2024-12-02 11:00:00""], [5517, ""2024-12-02 12:00:00""], [4492, ""2024-12-02 13:00:00""], [3095, ""2024-12-02 18:00:00""], [5137, ""2024-12-02 19:00:00""], [3649, ""2024-12-02 20:00:00""], [6736, ""2024-12-02 21:00:00""], [2043, ""2024-12-02 22:00:00""], [3393, ""2024-12-02 23:00:00""], [2175, ""2024-12-02 23:00:00""], [1117, ""2024-12-08 10:00:00""]]"
156,2024-12-08 11:00:00,1712,15530,0,,1,"[[1712, ""2024-12-08 11:00:00""]]"
157,2024-12-08 12:00:00,7648,19129,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[4484, ""2024-12-02 01:00:00""], [6193, ""2024-12-02 07:00:00""], [1315, ""2024-12-02 09:00:00""], [6794, ""2024-12-02 10:00:00""], [7602, ""2024-12-02 13:00:00""], [4433, ""2024-12-02 13:00:00""], [9856, ""2024-12-02 14:00:00""], [7080, ""2024-12-02 16:00:00""], [5614, ""2024-12-02 16:00:00""], [2652, ""2024-12-02 17:00:00""], [9749, ""2024-12-02 18:00:00""], [6567, ""2024-12-02 18:00:00""], [7766, ""2024-12-02 21:00:00""], [279, ""2024-12-02 22:00:00""], [7648, ""2024-12-08 12:00:00""]]"
158,2024-12-08 13:00:00,1648,15279,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[4359, ""2024-12-02 10:00:00""], [5572, ""2024-12-02 11:00:00""], [6115, ""2024-12-02 11:00:00""], [4972, ""2024-12-02 13:00:00""], [9432, ""2024-12-02 14:00:00""], [6543, ""2024-12-02 15:00:00""], [8348, ""2024-12-02 19:00:00""], [6943, ""2024-12-02 20:00:00""], [3991, ""2024-12-02 22:00:00""], [1648, ""2024-12-08 13:00:00""]]"
159,2024-12-08 14:00:00,7137,14617,1,Số tiền giao dịch lớn.,5,"[[5344, ""2024-12-02 04:00:00""], [7921, ""2024-12-02 10:00:00""], [5211, ""2024-12-02 16:00:00""], [2623, ""2024-12-02 20:00:00""], [7137, ""2024-12-08 14:00:00""]]"
160,2024-12-08 15:00:00,2759,14358,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 9 giao dịch trong thời gian ngắn.,20,"[[1674, ""2024-12-02 01:00:00""], [5601, ""2024-12-02 03:00:00""], [1762, ""2024-12-02 03:00:00""], [8738, ""2024-12-02 04:00:00""], [6145, ""2024-12-02 06:00:00""], [3147, ""2024-12-02 07:00:00""], [921, ""2024-12-02 09:00:00""], [308, ""2024-12-02 09:00:00""], [3453, ""2024-12-02 10:00:00""], [6304, ""2024-12-02 10:00:00""], [5600, ""2024-12-02 11:00:00""], [3257, ""2024-12-02 11:00:00""], [9767, ""2024-12-02 11:00:00""], [2561, ""2024-12-02 11:00:00""], [2688, ""2024-12-02 15:00:00""], [3521, ""2024-12-02 15:00:00""], [8483, ""2024-12-02 17:00:00""], [503, ""2024-12-02 23:00:00""], [2052, ""2024-12-02 23:00:00""], [2759, ""2024-12-08 15:00:00""]]"
161,2024-12-08 16:00:00,9522,16504,1,Số tiền giao dịch lớn.,3,"[[5731, ""2024-12-06 03:00:00""], [9522, ""2024-12-08 16:00:00""]]"
162,2024-12-08 17:00:00,4881,15231,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,20,"[[6918, ""2024-12-02 02:00:00""], [3618, ""2024-12-02 03:00:00""], [4228, ""2024-12-02 03:00:00""], [5439, ""2024-12-02 04:00:00""], [1700, ""2024-12-02 05:00:00""], [1412, ""2024-12-02 06:00:00""], [5010, ""2024-12-02 08:00:00""], [3860, ""2024-12-02 08:00:00""], [7272, ""2024-12-02 09:00:00""], [4840, ""2024-12-02 11:00:00""], [3016, ""2024-12-02 13:00:00""], [5051, ""2024-12-02 14:00:00""], [2641, ""2024-12-02 16:00:00""], [8340, ""2024-12-02 17:00:00""], [640, ""2024-12-02 20:00:00""], [8300, ""2024-12-02 21:00:00""], [7867, ""2024-12-02 22:00:00""], [4711, ""2024-12-02 23:00:00""], [9853, ""2024-12-02 23:00:00""], [4881, ""2024-12-08 17:00:00""]]"
163,2024-12-08 18:00:00,7467,13896,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[7229, ""2024-12-02 02:00:00""], [7274, ""2024-12-02 14:00:00""], [9272, ""2024-12-02 20:00:00""], [4494, ""2024-12-02 21:00:00""], [7467, ""2024-12-08 18:00:00""]]"
164,2024-12-08 19:00:00,9302,13662,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[1974, ""2024-12-02 01:00:00""], [8719, ""2024-12-02 01:00:00""], [2249, ""2024-12-02 01:00:00""], [8746, ""2024-12-02 02:00:00""], [9707, ""2024-12-02 03:00:00""], [5264, ""2024-12-02 03:00:00""], [849, ""2024-12-02 05:00:00""], [7499, ""2024-12-02 09:00:00""], [6718, ""2024-12-02 11:00:00""], [4648, ""2024-12-02 11:00:00""], [8396, ""2024-12-02 11:00:00""], [2206, ""2024-12-02 12:00:00""], [2962, ""2024-12-02 14:00:00""], [3411, ""2024-12-02 14:00:00""], [8487, ""2024-12-02 18:00:00""], [7460, ""2024-12-02 19:00:00""], [9884, ""2024-12-02 19:00:00""], [7888, ""2024-12-02 21:00:00""], [7261, ""2024-12-02 22:00:00""], [9302, ""2024-12-08 19:00:00""]]"
165,2024-12-08 20:00:00,3036,12369,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 7 giao dịch trong thời gian ngắn.,20,"[[683, ""2024-12-02 01:00:00""], [488, ""2024-12-02 03:00:00""], [8138, ""2024-12-02 03:00:00""], [6470, ""2024-12-02 05:00:00""], [8518, ""2024-12-02 08:00:00""], [4054, ""2024-12-02 08:00:00""], [7467, ""2024-12-02 09:00:00""], [1233, ""2024-12-02 10:00:00""], [123, ""2024-12-02 12:00:00""], [5658, ""2024-12-02 12:00:00""], [2638, ""2024-12-02 14:00:00""], [1479, ""2024-12-02 15:00:00""], [2045, ""2024-12-02 16:00:00""], [3058, ""2024-12-02 18:00:00""], [9968, ""2024-12-02 18:00:00""], [5983, ""2024-12-02 19:00:00""], [8712, ""2024-12-02 20:00:00""], [210, ""2024-12-02 20:00:00""], [7967, ""2024-12-02 20:00:00""], [3036, ""2024-12-08 20:00:00""]]"
166,2024-12-08 21:00:00,9830,19715,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[4273, ""2024-12-02 02:00:00""], [1547, ""2024-12-02 12:00:00""], [4694, ""2024-12-02 18:00:00""], [6581, ""2024-12-02 22:00:00""], [9830, ""2024-12-08 21:00:00""]]"
167,2024-12-08 22:00:00,9310,14863,1,Số tiền giao dịch lớn.,1,"[[9310, ""2024-12-08 22:00:00""]]"
168,2024-12-08 23:00:00,8267,16247,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[1306, ""2024-12-02 08:00:00""], [8703, ""2024-12-02 17:00:00""], [8563, ""2024-12-02 19:00:00""], [3089, ""2024-12-02 22:00:00""], [8267, ""2024-12-08 23:00:00""]]"
169,2024-12-09 00:00:00,2669,19116,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,20,"[[1468, ""2024-12-02 01:00:00""], [5775, ""2024-12-02 02:00:00""], [5915, ""2024-12-02 02:00:00""], [5491, ""2024-12-02 03:00:00""], [5664, ""2024-12-02 05:00:00""], [7307, ""2024-12-02 06:00:00""], [6889, ""2024-12-02 07:00:00""], [3003, ""2024-12-02 08:00:00""], [6660, ""2024-12-02 10:00:00""], [2698, ""2024-12-02 11:00:00""], [9685, ""2024-12-02 12:00:00""], [7728, ""2024-12-02 14:00:00""], [5839, ""2024-12-02 17:00:00""], [5247, ""2024-12-02 19:00:00""], [5405, ""2024-12-02 20:00:00""], [1880, ""2024-12-02 21:00:00""], [4898, ""2024-12-02 22:00:00""], [4847, ""2024-12-02 23:00:00""], [9891, ""2024-12-02 23:00:00""], [2669, ""2024-12-09 00:00:00""]]"
170,2024-12-09 01:00:00,7310,11403,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[7020, ""2024-12-02 10:00:00""], [3066, ""2024-12-02 12:00:00""], [6553, ""2024-12-02 21:00:00""], [8094, ""2024-12-02 23:00:00""], [7310, ""2024-12-09 01:00:00""]]"
171,2024-12-09 02:00:00,3396,12493,0,,5,"[[5132, ""2024-12-02 09:00:00""], [8001, ""2024-12-02 12:00:00""], [3873, ""2024-12-02 14:00:00""], [114, ""2024-12-02 22:00:00""], [3396, ""2024-12-09 02:00:00""]]"
172,2024-12-09 03:00:00,1556,19278,1,Số giao dịch trong 1 ngày quá nhiều.,15,"[[6481, ""2024-12-02 06:00:00""], [7368, ""2024-12-02 06:00:00""], [5942, ""2024-12-02 06:00:00""], [5540, ""2024-12-02 06:00:00""], [9444, ""2024-12-02 07:00:00""], [1568, ""2024-12-02 09:00:00""], [8313, ""2024-12-02 11:00:00""], [2417, ""2024-12-02 13:00:00""], [1332, ""2024-12-02 17:00:00""], [7888, ""2024-12-02 19:00:00""], [6201, ""2024-12-02 20:00:00""], [2606, ""2024-12-02 20:00:00""], [8794, ""2024-12-02 21:00:00""], [1965, ""2024-12-02 22:00:00""], [1556, ""2024-12-09 03:00:00""]]"
173,2024-12-09 04:00:00,2979,18104,1,3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,10,"[[7723, ""2024-12-02 01:00:00""], [5032, ""2024-12-02 03:00:00""], [6228, ""2024-12-02 08:00:00""], [682, ""2024-12-02 09:00:00""], [379, ""2024-12-02 13:00:00""], [6252, ""2024-12-02 16:00:00""], [1661, ""2024-12-02 18:00:00""], [808, ""2024-12-02 20:00:00""], [3934, ""2024-12-02 21:00:00""], [2979, ""2024-12-09 04:00:00""]]"
174,2024-12-09 05:00:00,6697,19412,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[5336, ""2024-12-02 04:00:00""], [3917, ""2024-12-02 06:00:00""], [4729, ""2024-12-02 10:00:00""], [7842, ""2024-12-02 10:00:00""], [2181, ""2024-12-02 10:00:00""], [5164, ""2024-12-02 11:00:00""], [9522, ""2024-12-02 13:00:00""], [4017, ""2024-12-02 13:00:00""], [3341, ""2024-12-02 13:00:00""], [6697, ""2024-12-09 05:00:00""]]"
175,2024-12-09 06:00:00,8200,11710,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[8814, ""2024-12-02 02:00:00""], [9747, ""2024-12-02 02:00:00""], [9805, ""2024-12-02 07:00:00""], [2082, ""2024-12-02 10:00:00""], [6621, ""2024-12-02 12:00:00""], [1684, ""2024-12-02 17:00:00""], [8050, ""2024-12-02 18:00:00""], [406, ""2024-12-02 18:00:00""], [3023, ""2024-12-02 19:00:00""], [8200, ""2024-12-09 06:00:00""]]"
176,2024-12-09 07:00:00,7791,14217,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 9 giao dịch trong thời gian ngắn.,20,"[[8042, ""2024-12-02 02:00:00""], [2107, ""2024-12-02 02:00:00""], [9849, ""2024-12-02 03:00:00""], [2564, ""2024-12-02 04:00:00""], [5094, ""2024-12-02 04:00:00""], [4871, ""2024-12-02 04:00:00""], [638, ""2024-12-02 04:00:00""], [7521, ""2024-12-02 07:00:00""], [3706, ""2024-12-02 08:00:00""], [6840, ""2024-12-02 10:00:00""], [8784, ""2024-12-02 12:00:00""], [4792, ""2024-12-02 13:00:00""], [765, ""2024-12-02 14:00:00""], [701, ""2024-12-02 14:00:00""], [252, ""2024-12-02 14:00:00""], [5433, ""2024-12-02 17:00:00""], [5106, ""2024-12-02 17:00:00""], [9044, ""2024-12-02 17:00:00""], [4077, ""2024-12-02 18:00:00""], [7791, ""2024-12-09 07:00:00""]]"
177,2024-12-09 08:00:00,7666,15776,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.,15,"[[4489, ""2024-12-02 01:00:00""], [1482, ""2024-12-02 02:00:00""], [2361, ""2024-12-02 06:00:00""], [6727, ""2024-12-02 08:00:00""], [3541, ""2024-12-02 08:00:00""], [9958, ""2024-12-02 09:00:00""], [6027, ""2024-12-02 10:00:00""], [224, ""2024-12-02 11:00:00""], [5110, ""2024-12-02 12:00:00""], [9034, ""2024-12-02 13:00:00""], [2840, ""2024-12-02 18:00:00""], [1164, ""2024-12-02 19:00:00""], [172, ""2024-12-02 22:00:00""], [5359, ""2024-12-02 23:00:00""], [7666, ""2024-12-09 08:00:00""]]"
178,2024-12-09 09:00:00,5570,15745,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[7669, ""2024-12-02 03:00:00""], [6159, ""2024-12-02 04:00:00""], [5152, ""2024-12-02 17:00:00""], [8148, ""2024-12-02 19:00:00""], [5570, ""2024-12-09 09:00:00""]]"
179,2024-12-09 10:00:00,5749,12704,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[318, ""2024-12-02 02:00:00""], [108, ""2024-12-02 02:00:00""], [343, ""2024-12-02 04:00:00""], [6616, ""2024-12-02 07:00:00""], [6971, ""2024-12-02 08:00:00""], [8978, ""2024-12-02 11:00:00""], [8520, ""2024-12-02 13:00:00""], [2135, ""2024-12-02 14:00:00""], [3658, ""2024-12-02 14:00:00""], [7123, ""2024-12-02 15:00:00""], [5227, ""2024-12-02 16:00:00""], [5716, ""2024-12-02 17:00:00""], [1156, ""2024-12-02 22:00:00""], [8157, ""2024-12-02 22:00:00""], [5749, ""2024-12-09 10:00:00""]]"
180,2024-12-09 11:00:00,5723,18733,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[8321, ""2024-12-02 01:00:00""], [9488, ""2024-12-02 05:00:00""], [1500, ""2024-12-02 15:00:00""], [7245, ""2024-12-02 17:00:00""], [5723, ""2024-12-09 11:00:00""]]"
181,2024-12-09 12:00:00,3143,16004,0,,10,"[[3303, ""2024-12-02 04:00:00""], [1631, ""2024-12-02 05:00:00""], [893, ""2024-12-02 06:00:00""], [4646, ""2024-12-02 08:00:00""], [6223, ""2024-12-02 09:00:00""], [8841, ""2024-12-02 09:00:00""], [1763, ""2024-12-02 12:00:00""], [2606, ""2024-12-02 12:00:00""], [644, ""2024-12-02 22:00:00""], [3143, ""2024-12-09 12:00:00""]]"
182,2024-12-09 13:00:00,6707,12300,0,,5,"[[909, ""2024-12-02 09:00:00""], [259, ""2024-12-02 09:00:00""], [4597, ""2024-12-02 10:00:00""], [8408, ""2024-12-02 16:00:00""], [6707, ""2024-12-09 13:00:00""]]"
183,2024-12-09 14:00:00,6374,15642,0,,1,"[[6374, ""2024-12-09 14:00:00""]]"
184,2024-12-09 15:00:00,6947,13178,0,,1,"[[6947, ""2024-12-09 15:00:00""]]"
185,2024-12-09 16:00:00,1354,12530,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[9479, ""2024-12-02 01:00:00""], [4831, ""2024-12-02 12:00:00""], [4156, ""2024-12-02 14:00:00""], [1367, ""2024-12-02 16:00:00""], [1354, ""2024-12-09 16:00:00""]]"
186,2024-12-09 17:00:00,9803,13987,1,Số tiền giao dịch lớn.,1,"[[9803, ""2024-12-09 17:00:00""]]"
187,2024-12-09 18:00:00,1517,12983,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 7 giao dịch trong thời gian ngắn.,20,"[[7400, ""2024-12-02 02:00:00""], [7367, ""2024-12-02 04:00:00""], [9582, ""2024-12-02 05:00:00""], [766, ""2024-12-02 07:00:00""], [2117, ""2024-12-02 08:00:00""], [7757, ""2024-12-02 09:00:00""], [7939, ""2024-12-02 10:00:00""], [8277, ""2024-12-02 13:00:00""], [8237, ""2024-12-02 16:00:00""], [5243, ""2024-12-02 19:00:00""], [4115, ""2024-12-02 19:00:00""], [9013, ""2024-12-02 19:00:00""], [2858, ""2024-12-02 20:00:00""], [3139, ""2024-12-02 20:00:00""], [602, ""2024-12-02 21:00:00""], [6824, ""2024-12-02 22:00:00""], [4850, ""2024-12-02 22:00:00""], [2923, ""2024-12-02 22:00:00""], [9322, ""2024-12-02 22:00:00""], [1517, ""2024-12-09 18:00:00""]]"
188,2024-12-09 19:00:00,6269,16661,0,,1,"[[6269, ""2024-12-09 19:00:00""]]"
189,2024-12-09 20:00:00,5414,11922,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[3126, ""2024-12-02 01:00:00""], [7960, ""2024-12-02 04:00:00""], [1946, ""2024-12-02 09:00:00""], [5607, ""2024-12-02 09:00:00""], [4079, ""2024-12-02 15:00:00""], [5018, ""2024-12-02 17:00:00""], [9376, ""2024-12-02 20:00:00""], [9066, ""2024-12-02 21:00:00""], [1982, ""2024-12-02 22:00:00""], [5414, ""2024-12-09 20:00:00""]]"
190,2024-12-09 21:00:00,2095,11925,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,20,"[[2540, ""2024-12-02 02:00:00""], [711, ""2024-12-02 04:00:00""], [9514, ""2024-12-02 04:00:00""], [1810, ""2024-12-02 05:00:00""], [7287, ""2024-12-02 06:00:00""], [1589, ""2024-12-02 07:00:00""], [5215, ""2024-12-02 09:00:00""], [750, ""2024-12-02 11:00:00""], [3183, ""2024-12-02 13:00:00""], [2265, ""2024-12-02 14:00:00""], [4913, ""2024-12-02 14:00:00""], [6828, ""2024-12-02 14:00:00""], [2107, ""2024-12-02 15:00:00""], [5782, ""2024-12-02 16:00:00""], [7965, ""2024-12-02 16:00:00""], [5179, ""2024-12-02 17:00:00""], [2996, ""2024-12-02 21:00:00""], [8416, ""2024-12-02 23:00:00""], [2447, ""2024-12-02 23:00:00""], [2095, ""2024-12-09 21:00:00""]]"
191,2024-12-09 22:00:00,5125,16775,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[6693, ""2024-12-02 01:00:00""], [1827, ""2024-12-02 03:00:00""], [1873, ""2024-12-02 05:00:00""], [1827, ""2024-12-02 07:00:00""], [8751, ""2024-12-02 08:00:00""], [7827, ""2024-12-02 09:00:00""], [6450, ""2024-12-02 11:00:00""], [7680, ""2024-12-02 21:00:00""], [6569, ""2024-12-02 23:00:00""], [5125, ""2024-12-09 22:00:00""]]"
192,2024-12-09 23:00:00,9295,16312,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[4823, ""2024-12-02 01:00:00""], [2413, ""2024-12-02 03:00:00""], [5069, ""2024-12-02 07:00:00""], [1402, ""2024-12-02 09:00:00""], [9430, ""2024-12-02 11:00:00""], [833, ""2024-12-02 13:00:00""], [5205, ""2024-12-02 15:00:00""], [4239, ""2024-12-02 20:00:00""], [3155, ""2024-12-02 22:00:00""], [9295, ""2024-12-09 23:00:00""]]"
193,2024-12-10 00:00:00,1925,13684,0,,10,"[[213, ""2024-12-02 07:00:00""], [1681, ""2024-12-02 08:00:00""], [813, ""2024-12-02 09:00:00""], [4794, ""2024-12-02 11:00:00""], [2879, ""2024-12-02 11:00:00""], [7313, ""2024-12-02 14:00:00""], [1657, ""2024-12-02 14:00:00""], [3877, ""2024-12-02 16:00:00""], [7597, ""2024-12-02 21:00:00""], [1925, ""2024-12-10 00:00:00""]]"
194,2024-12-10 01:00:00,5097,15505,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,15,"[[4245, ""2024-12-02 02:00:00""], [9910, ""2024-12-02 04:00:00""], [8662, ""2024-12-02 04:00:00""], [4620, ""2024-12-02 08:00:00""], [427, ""2024-12-02 09:00:00""], [4859, ""2024-12-02 09:00:00""], [7853, ""2024-12-02 09:00:00""], [7930, ""2024-12-02 12:00:00""], [2826, ""2024-12-02 14:00:00""], [530, ""2024-12-02 16:00:00""], [2959, ""2024-12-02 19:00:00""], [9000, ""2024-12-02 21:00:00""], [8778, ""2024-12-02 23:00:00""], [1519, ""2024-12-02 23:00:00""], [5097, ""2024-12-10 01:00:00""]]"
195,2024-12-10 02:00:00,7995,11556,1,Số tiền giao dịch lớn.,10,"[[9419, ""2024-12-02 04:00:00""], [5105, ""2024-12-02 07:00:00""], [5824, ""2024-12-02 08:00:00""], [831, ""2024-12-02 09:00:00""], [1904, ""2024-12-02 17:00:00""], [6873, ""2024-12-02 17:00:00""], [1777, ""2024-12-02 19:00:00""], [2374, ""2024-12-02 20:00:00""], [1799, ""2024-12-02 20:00:00""], [7995, ""2024-12-10 02:00:00""]]"
196,2024-12-10 03:00:00,7221,17013,1,Số tiền giao dịch lớn.,1,"[[7221, ""2024-12-10 03:00:00""]]"
197,2024-12-10 04:00:00,9136,11936,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,15,"[[6095, ""2024-12-02 03:00:00""], [4566, ""2024-12-02 05:00:00""], [8545, ""2024-12-02 07:00:00""], [7829, ""2024-12-02 08:00:00""], [2440, ""2024-12-02 10:00:00""], [5965, ""2024-12-02 13:00:00""], [1365, ""2024-12-02 14:00:00""], [3410, ""2024-12-02 18:00:00""], [8315, ""2024-12-02 19:00:00""], [1153, ""2024-12-02 20:00:00""], [9096, ""2024-12-02 21:00:00""], [890, ""2024-12-02 21:00:00""], [5470, ""2024-12-02 22:00:00""], [5573, ""2024-12-02 23:00:00""], [9136, ""2024-12-10 04:00:00""]]"
198,2024-12-10 05:00:00,1305,15890,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[6222, ""2024-12-02 02:00:00""], [8724, ""2024-12-02 04:00:00""], [3992, ""2024-12-02 04:00:00""], [5514, ""2024-12-02 04:00:00""], [8257, ""2024-12-02 04:00:00""], [7353, ""2024-12-02 05:00:00""], [292, ""2024-12-02 07:00:00""], [6280, ""2024-12-02 10:00:00""], [4772, ""2024-12-02 10:00:00""], [8054, ""2024-12-02 12:00:00""], [9029, ""2024-12-02 12:00:00""], [8711, ""2024-12-02 13:00:00""], [9180, ""2024-12-02 17:00:00""], [3327, ""2024-12-02 18:00:00""], [9275, ""2024-12-02 20:00:00""], [2817, ""2024-12-02 20:00:00""], [5207, ""2024-12-02 22:00:00""], [5125, ""2024-12-02 23:00:00""], [9477, ""2024-12-02 23:00:00""], [1305, ""2024-12-10 05:00:00""]]"
199,2024-12-10 06:00:00,6065,10187,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,20,"[[9945, ""2024-12-02 01:00:00""], [7522, ""2024-12-02 01:00:00""], [7620, ""2024-12-02 03:00:00""], [4779, ""2024-12-02 04:00:00""], [4271, ""2024-12-02 05:00:00""], [9742, ""2024-12-02 08:00:00""], [4301, ""2024-12-02 08:00:00""], [7386, ""2024-12-02 08:00:00""], [9007, ""2024-12-02 12:00:00""], [2217, ""2024-12-02 14:00:00""], [8908, ""2024-12-02 15:00:00""], [3804, ""2024-12-02 16:00:00""], [5630, ""2024-12-02 17:00:00""], [4769, ""2024-12-02 17:00:00""], [1094, ""2024-12-02 18:00:00""], [9407, ""2024-12-02 18:00:00""], [6649, ""2024-12-02 20:00:00""], [7291, ""2024-12-02 21:00:00""], [3082, ""2024-12-02 23:00:00""], [6065, ""2024-12-10 06:00:00""]]"
